ed769eec-310e-4337-a7d1-8e6ba9fe781a, 2, 1, 0, Algorithm1, 0.240000, 2.000000, 1.000000
4f25e4b9-12c7-4065-9c6c-cce273680521, 3, 2, 0, Algorithm1, 0.240000, 2.000000, 2.092754
76a2f9c5-150b-4677-ab33-a1ca200ed392, 6, 3, 0, Algorithm2, 0.240000, 2.000000, 4.802787
82d233f3-a987-42e7-81c7-784cc672decb, 6, 4, 0, Algorithm2, 0.240000, 2.000000, 6.368330
8db0b042-5605-49b4-98ba-09e542e9aa3b, 8, 5, 0, Algorithm2, 0.240000, 2.000000, 9.059611
84c86088-8041-4811-b980-61db7b9b2917, 12, 6, 0, Algorithm2, 0.240000, 2.000000, 10.055869
9e32181b-1600-479d-9d90-602efe910bb0, 14, 7, 0, Algorithm2, 0.240000, 2.000000, 13.009050
6617255a-1fbd-47cc-ac57-e6de7818c1da, 12, 8, 0, Algorithm2, 0.240000, 2.000000, 14.142772
1cce39e3-924e-404f-a7b3-2bbd131808e3, 16, 9, 0, Algorithm2, 0.240000, 2.000000, 17.105668
73d0f75d-402e-43b9-a341-41ead14b7e51, 17, 10, 0, Algorithm2, 0.240000, 2.000000, 18.185636
a5c6f7e0-a6ee-45cb-b98f-6e54b2d292ad, 15, 11, 0, Algorithm2, 0.240000, 2.000000, 21.048519
d912b772-606f-4f9a-8e03-64ab5c3301a8, 18, 12, 0, Algorithm2, 0.240000, 2.000000, 21.946646
ac98c09e-5b9f-42e1-a0d7-0adb64783f59, 19, 13, 0, Algorithm2, 0.240000, 2.000000, 25.108348
fc6c0398-8a64-419c-8620-9ca9ad79ff8e, 24, 14, 0, Algorithm2, 0.240000, 2.000000, 25.928986
c1165ec4-ca29-4c63-a6e6-c76673cfa5f4, 25, 15, 0, Algorithm2, 0.240000, 2.000000, 28.906627
073e80ae-b7d1-42e5-bf2b-a70b39f97dd5, 25, 16, 0, Algorithm2, 0.240000, 2.000000, 30.243824
61a123b9-eece-4707-bc48-183ce78576c3, 27, 17, 0, Algorithm2, 0.240000, 2.000000, 33.876063
19e490cd-38a9-4704-be5a-5f3355de51b3, 32, 18, 0, Algorithm3, 0.240000, 2.000000, 19.748285
a8468a5e-1625-4b0b-bd12-fb9eddf93c8b, 32, 19, 0, Algorithm3, 0.240000, 2.000000, 20.119942
